TCGA-2H-A9GJ-01A-11R-A37I-31	TCGA-IC-A6RF-01A-13R-A336-31	TCGA-IG-A5B8-01A-11R-A28J-31	TCGA-JY-A6F8-01A-11R-A336-31	TCGA-JY-A6FB-01A-11R-A336-31	TCGA-JY-A93F-01A-21R-A37I-31	TCGA-KH-A6WC-01A-11R-A336-31	TCGA-L5-A43E-01A-11R-A24K-31	TCGA-L5-A4OG-01A-11R-A260-31	TCGA-L5-A4OH-01A-11R-A260-31	TCGA-L5-A4OJ-01A-11R-A260-31	TCGA-L5-A4OM-01A-11R-A260-31	TCGA-L5-A4OP-01A-11R-A260-31	TCGA-L5-A4OR-01A-11R-A260-31	TCGA-L5-A88S-01A-11R-A36D-31	TCGA-L5-A893-01A-11R-A36D-31	TCGA-L5-A8NW-01A-11R-A37I-31	TCGA-S8-A6BW-01A-11R-A31P-31	TCGA-V5-A7RE-01A-11R-A354-31
ACADSB|36	3.9704	14.6241	2.7705	1.538	4.1375	1.1277	2.8343	3.8792	6.463	3.2799	5.6083	5.5104	4.4644	12.0151	3.605	4.5241	3.6708	4.6377	2.6847
ACADS|35	10.6801	6.4245	4.6497	19.0307	12.6953	5.8424	3.7354	16.6119	8.4445	7.7729	23.8557	5.706	9.5744	17.3923	9.8313	25.9935	3.5518	5.3701	12.1677
ACADVL|37	63.3839	54.7893	15.8726	50.1132	68.0865	44.6187	72.0361	58.4254	56.3827	58.7009	75.8951	55.1658	49.4999	87.0948	46.2565	69.6919	40.2643	25.0169	47.516
ACAN|176	0.1322	0.1212	0.0114	0.9294	4.6153	0.2443	0.0198	0.3887	2.8251	0.2671	2.1985	0.1351	1.6781	1.6158	0.5489	0.0993	0.1516	0.7859	0.7267
ACAP1|9744	0.5684	5.2664	0.9112	0.349	0.5299	1.3451	1.004	1.6064	2.8604	0.9526	1.3548	1.1057	2.6674	2.0152	0.9546	5.0177	1.9605	0.9394	0.7985
ACAP2|23527	18.2533	10.7379	9.9704	5.9715	8.1772	9.8369	16.6552	17.8108	13.3911	11.6373	8.9961	46.6703	22.9915	18.2269	7.5692	10.9876	19.0243	43.3008	6.8109
ACAP3|116983	6.2109	5.8281	14.115	6.2494	6.3966	14.2709	15.1927	6.3966	5.1999	12.5821	5.7684	14.3741	11.2831	2.3938	9.2384	12.7665	9.6978	8.456	4.4032
ACAT1|38	6.316	5.246	2.3762	9.3311	9.9185	4.7135	4.0679	3.7084	14.7193	17.524	13.7124	2.9178	2.1315	9.1368	5.276	4.7807	4.0315	5.3764	6.2989
ACAT2|39	14.4652	8.3354	15.0062	37.0706	24.5776	6.0064	23.1785	10.2491	12.6937	22.8425	13.1873	24.3416	24.9691	13.9052	13.5958	22.1326	18.328	18.0567	36.6628
ACBD3|64746	22.4196	17.0869	26.9562	31.4422	31.2496	30.2578	20.0206	30.5588	37.6125	37.9558	21.6282	32.3677	22.6244	32.5656	21.4787	28.1609	37.9891	33.3121	21.3546
ACBD4|79777	4.078	2.0144	0.8958	3.7105	1.4902	0.3272	1.2033	4.0437	2.5266	4.5383	3.2622	1.2688	3.8878	1.522	2.0237	2.4305	1.2113	1.2107	7.3455
ACBD5|91452	32.985	7.1145	7.6092	22.5463	16.5424	6.4062	5.3861	16.3922	9.5747	24.4621	23.0198	9.0482	21.7513	18.7652	4.6148	13.3455	11.6881	9.6694	12.3377
ACBD6|84320	9.5234	22.5538	15.8215	11.9702	15.0101	6.8471	5.6035	6.3877	14.2226	16.5501	19.0096	13.3168	5.2228	10.8797	13.0282	10.0989	7.3318	17.7027	17.8134
ACBD7|414149	0.3121	0.2022	0.094	0.102	1.2419	0.045	0.161	0.4233	0.1462	0.7472	0.2095	0.8517	0.544	0.3002	0.1732	1.6514	0.3664	0.301	1.3981
ACCN1|40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN2|41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN3|9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN4|55515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN5|51802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL|390110	0.0046	0	0	0	0	0	0	0.0054	0.0031	0	0.0074	0	0.0037	0.0054	0.0053	0.0085	0	0	0
ACCS|84680	0.9806	2.528	1.3692	1.3549	2.0572	1.7458	0.8636	1.9113	1.1431	1.3301	2.1005	3.0245	3.4547	2.0227	0.6985	1.2493	1.3336	0.8711	0.7369
ACD|65057	4.0542	9.868	10.2708	5.1454	8.3411	6.7535	2.0223	3.7599	10.2043	10.9655	6.4335	8.7734	7.2541	4.5233	10.0811	5.8553	2.5767	7.6433	5.4301
ACE2|59272	27.3534	0.8574	0.4251	0.1795	0.164	0.2573	1.5842	4.2695	1.2898	6.7077	5.5837	0.8535	0.914	1.3614	0.0516	7.1793	1.1904	0.5137	6.9706
ACER1|125981	0.0103	2.9475	0	0.0104	0	2.9219	18.8495	0.0157	0.0503	0.0171	0	0.0486	0.0439	0.0176	1.0934	3.4708	6.4288	0.0347	0
ACER2|340485	23.2547	2.1396	0.391	16.4467	6.4899	1.1051	1.1189	5.2328	6.4415	1.7564	14.2372	0.8378	0.6816	5.4204	0.8406	31.888	2.0907	4.0136	5.8105
ACER3|55331	6.3523	9.0683	9.7996	5.7605	11.8923	8.182	8.174	7.1062	16.1284	10.9599	10.4139	7.6595	5.0473	9.7759	4.0771	8.6806	11.1333	6.7644	8.2915
ACE|1636	18.0529	1.0311	0.6158	20.5045	13.5769	0.8299	1.1831	4.0011	14.9727	4.1844	7.6816	2.2572	6.0896	6.3509	7.2766	4.7992	3.5366	3.1983	6.2816
ACHE|43	21.957	0.6621	0.3712	1.8745	0.5779	0.111	0.3569	2.9011	1.9416	34.7728	3.244	1.2429	2.6389	12.1063	0.7448	19.6753	22.1374	0.3186	13.4209
ACIN1|22985	21.923	19.2709	16.0798	17.9747	15.7452	17.1047	12.9049	32.1768	16.7623	26.7119	24.6612	24.3431	19.2417	24.8755	14.2467	20.5354	19.3655	20.0467	25.4772
ACLY|47	65.9603	35.3888	23.325	37.5534	80.9626	28.227	16.4109	39.6621	45.3438	42.6475	29.4801	31.8024	38.2029	47.7638	29.8466	36.7164	26.2995	63.7597	77.6443
ACMSD|130013	0.8335	0.0959	0.0901	0.1756	0.051	0.0454	0.0633	0.1266	0.0583	0.8912	0.1349	0.4744	0.1878	0.1112	0.0621	0.2531	0.1174	0.0557	0.3428
ACN9|57001	4.8117	5.1417	2.771	4.113	11.7304	0.1208	2.6989	6.5461	4.5406	6.4349	8.9766	8.0405	4.5037	9.3117	3.3736	5.9393	3.7926	4.807	9.3368
ACO1|48	29.9956	4.3515	9.1512	38.0867	15.0817	4.525	4.9702	17.2811	17.541	56.7058	39.5562	7.1503	12.7337	37.3484	13.1482	15.0321	10.8429	28.5555	8.6349
ACO2|50	77.7521	61.3828	32.4971	52.4242	66.3845	36.84	32.8119	81.1086	66.6688	44.7023	75.994	63.1892	107.5556	91.0997	65.7949	85.23	31.7306	67.8353	45.2961
ACOT11|26027	5.4554	7.4138	2.4544	18.5874	8.3066	2.1691	12.5292	7.0561	6.0799	10.4577	15.9103	5.2235	9.8143	6.7568	9.2782	18.8581	4.2632	1.7287	13.0325
ACOT12|134526	0	0	0	0.0055	0.007	0	0	0	0	0	0	0.0041	0.008	0	0	0	0.0025	0.0072	0
ACOT13|55856	3.5947	4.1604	7.3345	2.9702	5.0635	8.7048	3.805	6.4555	4.0391	6.3237	6.7755	5.3198	3.9227	5.3648	6.5694	6.6829	5.7053	8.0433	6.7486
ACOT1|641371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT2|10965	3.8643	4.9148	1.573	5.1155	3.2805	1.1398	0.8207	5.8491	1.4295	4.6665	4.3719	1.4974	2.0982	4.2654	4.3124	3.9388	1.7179	4.7436	3.0461
ACOT4|122970	3.0062	0.3119	1.7992	3.7091	0.5827	0.1945	1.3031	2.2242	0.7498	2.8392	2.0083	0.3654	1.6085	3.0391	1.5692	3.1932	1.1736	1.3173	1.7804
ACOT6|641372	0.0861	0	0	0.0228	0.0285	0.0113	0.0086	0.0722	0.1467	0.0101	0.0675	0.0371	0.068	0.1781	0.0543	0.0564	0	0.0573	0.0963
ACOT7|11332	6.1973	36.2316	57.6211	6.079	22.6213	43.3343	7.7642	6.7349	21.5441	28.0854	21.7158	26.3433	21.0289	27.7746	15.5308	30.7217	13.2833	14.3711	22.5781
ACOT8|10005	8.0607	5.0385	3.8142	9.8247	5.0154	4.1636	4.7067	5.5256	6.4026	19.1167	6.4758	5.5488	5.364	10.5263	7.0102	6.6752	5.403	2.9386	5.6911
ACOT9|23597	7.9912	8.4079	15.1659	5.629	15.5281	12.7079	1.8008	8.8108	11.8945	15.7997	16.713	12.7093	11.5182	10.8428	15.3551	8.2223	8.0448	11.0714	21.1032
ACOX1|51	35.0771	18.0223	11.7321	39.097	16.6723	7.6826	22.4909	26.0846	15.5311	13.3484	17.9585	9.863	31.7936	24.5414	6.6621	16.3733	16.4145	10.0419	23.1114
ACOX2|8309	0.2975	0.2281	0.0756	0.4199	0.1529	0.6372	2.2994	0.5324	0.1122	0.5528	0.1601	0.5935	0.6283	2.0622	2.9228	1.2446	0.5815	0.6506	1.3408
ACOX3|8310	2.8215	12.1935	7.4715	20.425	4.7513	6.8016	17.0641	6.7524	6.5275	9.1532	6.0182	4.3389	9.9541	3.9579	7.5515	11.4232	7.5549	2.2043	5.1988
ACOXL|55289	1.0487	0.0699	0	0.0034	0.2484	0.0052	0.0261	0.0809	0.8497	0.8014	0.1733	0.024	0.135	0.2173	0.0359	0.1084	0.0645	0.0259	2e-04
ACP1|52	21.4334	44.0865	18.5337	41.5467	34.6443	19.3052	8.6851	28.9958	28.6698	17.9078	33.0934	20.6112	34.3693	38.5164	12.1814	20.8548	9.7401	20.2293	33.5455
ACP2|53	24.2426	13.8384	16.4014	20.0535	17.2602	4.9695	5.8388	15.6841	10.4141	18.6761	20.1057	9.8935	11.9467	15.5294	15.6215	19.7783	13.5155	7.4964	12.9252
ACP5|54	8.0766	30.6182	40.6869	3.1455	10.1371	39.3727	20.3536	11.2357	28.522	6.4337	6.5846	9.6757	15.3397	13.0321	32.2381	19.9876	25.3352	23.7969	9.9268
ACP6|51205	3.6762	2.601	1.0565	4.5374	5.2725	0.1042	0.7931	4.223	5.8615	5.5601	5.6959	2.0727	5.2714	5.2759	1.4422	2.5717	1.8618	1.5615	14.494
ACPL2|92370	3.5689	9.0017	1.6457	2.2154	3.5713	2.6708	0.6615	6.0186	3.4376	4.4244	6.2007	7.8346	3.3921	8.333	4.0846	2.7892	3.4567	5.3426	3.7034
ACPP|55	1.6548	1.0656	1.2386	2.5765	9.3689	0.3708	44.2772	4.4167	0.8463	0.1552	7.2236	6.557	0.3549	6.3983	0.9808	8.0459	10.6252	2.6894	8.9277
ACPT|93650	0.1592	0.0515	0.0494	0.0158	0.0856	0.0067	0.0339	0.0855	0.064	0.2535	0.0078	0.3281	0.0278	0.1556	0	0.0919	0.108	0.1003	0.1033
ACRBP|84519	12.0767	0.3304	0.0247	0.1085	0.9852	0.0435	0.2541	6.068	0.8671	0.8323	2.6586	2.3152	3.3293	1.0276	0.3531	2.3355	0.8816	0.3527	0.3787
ACRC|93953	0.6833	0.2199	0.1191	0.1841	0.1993	0.1384	0.1842	0.9481	0.2929	0.9236	0.4595	1.0972	1.3053	0.4215	0.2669	0.261	0.612	0.1947	0.595
ACRV1|56	0.5189	0.088	0.1371	0.165	0.1406	0.1689	0.0566	0.042	0.3474	0.4325	0.1666	0.2751	0.0853	0.1312	0.022	0.1581	0.2463	0.1571	0.2779
ACR|49	0.0443	0.43	0.0232	0.0289	0.0572	0.0196	0.1825	0.046	0.0425	0.0453	0.0326	0.5094	0.0975	0.1756	0.2976	0.1682	0.1001	0.3277	0.0083
ACSBG1|23205	0.0701	0.15	0.038	0.0227	0.169	0.1473	0.1173	0.116	0.1008	0.0713	0.1207	0.2929	0.2231	0.3656	0.4305	0.1651	0.1787	0.3083	0.1306
ACSBG2|81616	0.0397	0.03	0.0231	0.0184	0.0168	0.0537	0.0238	0.051	0.0549	0.2365	0.0607	0.1051	0.0124	0.0207	0.066	0.0606	0.0905	0.0372	0.0311
ACSF2|80221	19.3594	2.1163	7.8111	2.0705	5.0869	0.1676	2.784	6.7804	4.7616	22.6167	3.1781	3.9586	7.6258	4.4334	2.4158	5.6987	2.5032	1.0654	2.4745
ACSF3|197322	5.259	3.8407	6.9319	5.6265	3.4146	3.4736	1.8621	6.3615	8.177	5.1019	2.8854	4.2909	9.4276	4.0615	3.253	5.5792	1.8719	3.9217	2.5923
ACSL1|2180	10.6496	5.5571	12.5659	20.5256	3.6831	20.023	28.4405	11.9635	22.5603	25.5851	13.5641	16.9194	11.5813	11.0933	14.442	15.9417	30.1384	25.5214	18.6221
ACSL3|2181	17.5127	16.076	16.5457	20.2497	15.3883	16.1885	25.6551	27.3469	31.0859	32.6497	18.7544	24.6438	28.6017	40.6406	10.5576	20.9678	29.9106	8.4947	57.5042
ACSL4|2182	16.5602	12.8369	13.0669	9.4667	8.8364	5.9556	4.7095	35.0881	23.5986	19.7132	15.528	34.914	20.7787	20.9066	25.351	11.4875	16.5477	33.4396	13.6668
ACSL5|51703	36.0227	9.585	8.1743	43.6454	78.4774	0.5931	3.3747	82.7276	74.0847	67.0828	71.5605	1.0896	83.0307	23.806	4.2396	48.2039	9.0904	0.5761	44.4778
ACSL6|23305	0.0277	0.0255	0.1604	0.0035	0.0354	0.0039	0.0345	0.0386	0.0492	0.3647	0.0105	0.4269	0.2072	0.0761	0.1679	1.0642	0.0627	0.0809	0.0189
ACSM1|116285	0.0829	0.3069	0.0544	0.3958	0.7041	0.0232	0.0999	0.1929	0.0447	0.1123	0.2312	0.1756	0.109	0.1041	0.1264	0.6298	0.0393	0.1071	0.1433
ACSM2A|123876	0.0033	0	0	0	0	0	0.001	0	0	0.0039	0	0	0.0011	0	0	0.0056	0.003	0	0
ACSM2B|348158	0	0	0	0	0	0	0.0046	0	0	0	0	0	0.0026	0	0	0.0239	0	0	0
ACSM3|6296	6.8826	1.3403	1.9992	22.7232	9.9056	2.1054	1.292	13.2306	3.0636	11.7437	9.4685	2.5231	3.8458	6.362	1.5596	4.3263	2.6941	1.4904	10.8497
ACSM4|341392	0.0051	0.0047	0.0042	0.0077	0.0147	0	0.0217	0.0135	0.0811	0.0183	0.1222	0.0362	0.023	0.0454	0.0305	0.0352	0.0696	0.0165	0.0121
ACSM5|54988	0.0107	0.0095	0	0.0041	0.0113	0.0066	0.0178	0	0.0125	0.0089	0.0154	0	0.0469	0.0209	0.1419	0.0712	0.1032	0.0165	0
ACSS1|84532	12.1062	15.6963	0.6757	40.458	24.018	2.0694	5.702	21.9244	21.7996	9.9477	12.4986	12.6769	4.9347	14.9366	5.0829	7.7012	7.7577	5.0028	12.8207
ACSS2|55902	33.7442	18.7796	10.0657	24.6767	21.5885	16.7882	13.1077	23.2474	30.8358	50.1646	26.2396	20.7549	23.4326	92.8927	11.8846	48.1907	18.7206	13.2106	24.0281
ACSS3|79611	0.102	0.1403	0.0751	0.0382	0.1151	0.0073	0.338	0.1166	0.0985	0.1532	0.0598	0.3177	0.2039	0.3023	0.9103	0.2802	0.4923	0.45	0.0875
ACTA1|58	0.0456	0.0589	0.0152	0.1171	0.1137	0.0656	0.047	0.0799	0.0892	0.2394	0.0692	0.0577	0.0736	0.0612	0.2712	0.064	0.1529	0.0582	0.0545
ACTA2|59	14.2113	39.9785	8.3452	20.5437	39.924	8.2496	37.518	12.9645	25.8656	13.98	19.1159	17.51	25.9412	18.8326	531.8408	72.3928	13.8899	81.4147	12.7462
ACTBL2|345651	0.098	0	0	0.004	0.1076	0.0277	0.0044	0.0612	0.031	0.2528	0.2609	0.0776	0.0098	0.1025	0.1484	0.0314	0.2633	0.0335	0.1115
ACTB|60	1951.1194	2345.2808	4768.0157	2460.3299	2724.3349	4339.2874	2136.36	2306.9073	3943.7213	3131.4179	3898.4281	1809.8426	2386.7416	2322.1557	4317.3867	3389.9067	2064.5796	2661.6428	3878.3689
ACTC1|70	0.0937	0.1531	0.0142	0.0213	0.0805	0.0093	0.5073	0.0592	0.1466	0.1056	0.0639	0.1173	0.4114	0.1308	30.1808	1.1993	0.0163	0.0045	0.047
ACTG1|71	3617.6332	3675.5076	3172.461	2490.953	2092.9014	3397.175	1548.6675	2339.1097	2593.6951	1027.0758	1782.1908	1852.6329	2199.9482	1197.7897	2071.096	2271.4907	1662.4922	1648.0277	1727.0719
ACTG2|72	11.4393	43.9772	1.3774	3.5509	8.6214	1.7913	50.1003	3.0695	4.4432	3.5764	2.421	12.7788	6.0695	4.0292	778.3829	80.144	1.696	47.8776	2.2747
ACTL6A|86	35.1082	33.1867	54.6536	31.0309	32.7152	24.0235	10.1027	50.4316	25.9435	32.9306	30.6351	54.0667	26.7295	38.9528	18.5178	22.042	16.6679	43.9392	46.7317
ACTL6B|51412	0.0409	0.0266	0.0182	0.002	0.0091	0	0.0046	0.0501	0.0095	0.0837	0.0148	0.0822	0.0824	0.0196	0.0167	0.0143	0.0174	0.0199	0.0011
ACTL7A|10881	0.0103	0.0092	0	0	0.02	0	0	0	0.0161	0.0086	0.005	0.0101	0.0048	0.0073	0	0.0111	0	0	0
ACTL7B|10880	0	0	0.0215	0.024	0	0	0	0.0122	0.0041	0.0352	0	0.0205	0.0293	0	0	0.0126	0	0.0392	0.0103
ACTL8|81569	9.7917	0	0.061	1.9715	0.3304	0.282	0.0133	0.4958	0	0.1066	0.0461	0.0699	0.118	0.1103	1.2595	0.0214	16.6486	0.4351	0.0234
ACTL9|284382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1|87	20.1914	53.403	77.5188	21.2022	40.0976	45.8266	18.1992	54.1457	56.9277	14.8229	36.4951	42.8955	61.9255	27.2762	125.4832	25.3074	25.3747	68.7167	67.7822
ACTN2|88	0.6245	0.0222	0.0032	0	0.0065	0.0164	0.0653	0.0089	0.0121	0.0026	0	0.0184	0.0159	0.0022	0.6356	0.0307	0.0114	0.014	9e-04
ACTN3|89	0.0052	0.0493	0.0065	0.0026	0.015	0.0391	0.0173	0	0.0201	0.013	0.0304	0.0318	0.019	0.0625	0.0044	0.0123	0.0047	0.0039	0.0059
ACTN4|81	546.1759	281.3798	263.5292	418.7031	247.733	243.2756	286.8273	212.288	398.272	478.6308	432.5189	238.4427	260.3203	290.9341	211.0247	344.8099	336.5396	235.4672	405.4099
ACTR10|55860	10.5877	9.2996	10.7556	9.1113	6.5337	16.5543	10.7983	15.0155	7.971	9.6565	14.6308	12.1422	12.0802	11.7988	9.1963	10.7097	11.1133	11.6428	9.8729
ACTR1A|10121	30.8652	69.893	72.9958	37.6897	42.7106	50.5557	31.8474	32.5002	24.7366	24.6895	41.0983	28.872	48.3368	31.2841	53.6002	48.5736	28.4689	29.3015	21.3769
ACTR1B|10120	24.8088	21.0879	6.8701	24.3276	32.6603	11.403	9.5291	21.9903	17.5372	24.0327	29.4667	21.8403	21.3276	28.8963	17.3608	20.6013	9.2996	18.7473	25.1312
ACTR2|10097	63.7189	67.2342	98.8648	57.0847	63.4426	69.8747	43.4491	76.9874	79.8982	58.656	75.0092	78.0366	85.012	88.7903	37.8182	62.6301	65.8383	71.4122	52.8713
ACTR3B|57180	2.3594	1.7434	1.3362	4.9326	3.6424	1.0615	0.8952	4.6119	1.7076	7.2844	3.2135	1.4858	1.6894	2.4857	1.3152	5.2288	1.5469	1.9494	3.9183
ACTR3C|653857	2.778	1.1924	0.8076	1.6241	2.5703	0.4396	1.2432	5.2472	1.5713	1.8979	2.511	0.3432	1.1131	2.8788	0.8691	1.8128	1.3141	1.0434	1.9995
ACTR3|10096	71.9892	97.4492	144.6923	85.9836	83.2677	138.6227	114.7839	77.74	124.2395	110.3636	134.3441	112.6586	100.4077	69.3999	92.0768	96.303	109.1572	133.89	116.4292
ACTR5|79913	4.191	4.2847	5.4543	7.0251	4.9238	5.5415	2.2863	7.955	4.4615	17.6043	5.6462	4.8089	6.3589	7.0645	5.1851	3.29	5.2269	1.6324	7.9751
ACTR6|64431	6.8995	4.2432	8.2494	5.7859	4.5638	5.115	3.6217	4.6122	5.4471	5.392	3.802	8.5327	4.2209	7.3276	5.1213	4.8141	4.5052	3.562	5.0893
ACTR8|93973	5.6815	6.1631	2.3007	6.7293	4.1711	3.2259	3.8176	6.1799	5.1244	4.7705	2.2843	4.3431	2.8497	8.4084	4.1648	4.4347	6.2037	3.8176	6.6729
ACTRT1|139741	0.0103	0	0	0.0078	0	0	0	0	0	0	0	0	0.0201	0.0073	0	0	0	0	0
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0	0.0101	0	0	0	0	0	0	0	0
ACVR1B|91	26.7585	16.9447	6.771	15.9217	13.8976	11.1574	9.0061	12.8009	16.9727	11.2615	24.5897	20.3156	11.5589	20.1224	7.1562	11.5286	12.9755	5.6721	19.2003
ACVR1C|130399	0.3862	0.0637	0.7291	0.5816	0.83	0.0988	0.0808	0.5916	0.33	0.9062	0.7635	4.367	0.4015	2.1235	0.6078	0.2871	0.7775	0.4308	2.3783
ACVR1|90	18.4936	12.7021	11.4019	5.389	12.6638	6.5586	3.6855	16.1792	12.719	10.3851	16.9368	21.1299	10.8143	9.7346	27.5709	8.8004	9.7929	27.0555	17.7084
ACVR2A|92	3.1516	4.964	1.2667	3.2796	2.3506	1.5798	3.036	5.0089	2.7435	5.1046	4.6622	8.1585	8.5484	3.3624	2.951	2.8515	4.0356	2.4604	4.7259
ACVR2B|93	0.8737	1.8695	0.1887	0.8229	0.931	1.0792	0.5093	0.956	1.0967	1.6134	0.8424	3.4724	1.0374	2.507	0.6874	2.1161	1.5405	0.5816	2.0386
ACVRL1|94	2.9004	1.5902	0.3045	2.4568	5.2186	0.8548	0.9485	1.8346	4.3758	1.7473	3.3344	1.3288	13.084	3.6293	8.9707	3.8528	3.462	2.1125	1.3081
ACY1|95	35.5712	14.9516	9.1943	46.1225	22.4418	13.7324	4.1664	18.1915	11.7586	20.6998	22.6444	4.2921	16.5774	30.8826	10.321	35.6525	4.7943	4.3795	24.898
ACY3|91703	6.8033	0.8337	0.9089	4.7719	4.9127	0.0843	0.0996	27.1952	2.8165	7.8653	1.6059	0.1277	4.867	13.896	0.3365	13.2083	3.085	0.2715	5.6335
ACYP1|97	5.0364	2.8522	11.5891	5.8727	4.8471	13.0482	4.009	11.222	4.7282	7.8583	12.2163	13.6087	15.1776	6.8622	6.1577	12.7935	7.5508	7.184	10.9165
ACYP2|98	2.6296	4.2023	14.3088	3.0665	2.7888	0.5435	3.0194	2.0605	2.4117	2.157	2.5548	3.9166	6.5679	1.9281	4.1772	3.8523	3.2441	5.466	1.0233
ADAD1|132612	0.0098	0	0	0	0	0	0.0055	0	0	0	0	0	0.003	0.0018	0	0.0054	0	0	0
ADAD2|161931	0.0054	1.9099	0.1376	0.0269	0.0132	1.1131	2.5277	0	0.1136	0.0339	0.0062	1.7266	0.7201	0.0297	0.2505	0.3286	0.3911	1.8436	0.0017
ADAL|161823	2.4007	1.0173	1.0797	1.749	2.3689	0.0476	0.9578	1.9106	1.6007	2.1025	1.6135	1.208	2.3987	2.3227	2.0845	1.9539	1.459	1.476	0.7908
ADAM10|102	45.4848	17.3821	21.5153	20.0036	32.5982	8.9999	11.8085	22.0579	17.4985	21.1313	27.4058	21.1227	32.6587	48.4219	15.3203	18.9732	19.3781	18.1296	20.3969
ADAM11|4185	0.0917	0.0981	0.0322	0.0646	0.1671	0.0287	0.194	0.1245	0.0627	0.1969	0.0903	1.3686	0.2146	0.1294	0.0784	0.1885	0.1253	0.2491	0.1294
ADAM12|8038	0.1911	0.2363	0.5454	0.8078	1.9728	0.7226	0.159	0.5293	1.4871	0.1611	0.7203	2.052	1.2311	1.5205	12.3516	0.3921	1.5718	27.6259	0.2857
ADAM15|8751	59.3779	67.44	40.5566	88.2797	33.8546	36.2313	37.6757	36.3788	38.439	39.0397	45.4548	31.4796	63.5432	20.7896	39.488	55.5489	34.6452	24.1597	39.4042
ADAM17|6868	4.8335	21.1785	12.4346	4.2988	6.5366	7.818	5.2871	7.7314	9.1655	7.7185	8.29	20.529	12.0718	8.3692	11.0456	6.2625	8.8105	16.2998	7.55
ADAM18|8749	0.0248	0	0	0	0.0044	0	0.0021	0.0026	0	0.0152	0	0	0.0042	0.0035	0	0	0	0.0021	0.0055
ADAM19|8728	1.9768	2.7577	1.5409	0.7414	2.2487	0.5564	1.9116	1.9666	8.397	1.8067	2.1615	1.6695	5.0147	3.8628	8.9792	5.4316	3.264	9.1672	0.756
ADAM20|8748	0.0353	0.019	0.033	0.0081	0.0026	0.2291	0.0597	0.0183	0.0207	0.0174	0.0261	0.0549	0.0505	0.0151	0.0139	0.0566	0.0331	0.0158	0.0571
ADAM21P1|145241	0.0036	0.0065	0	0	0	0	0.006	0.0083	0.0113	0.0091	0.0872	0.0035	0	0.0103	0	0	0.0132	0	0.0141
ADAM21|8747	0.0698	0.0025	0.031	0.0288	0.0791	0.0235	0.0771	0.0128	0.0758	0.0512	0.5741	0.2072	0.0571	0.0099	0.1021	0.059	0.0477	0.0174	0.1006
ADAM22|53616	0.3322	0.0946	0.0115	0.0993	0.5685	0.0097	0.0773	0.1284	0.1208	0.8663	0.2207	2.246	0.2648	0.3466	0.2139	0.5403	0.2965	0.0668	0.6194
ADAM23|8745	0.2757	0.5988	0.2837	0.2091	0.1133	0.0352	7.6719	0.1908	0.5813	0.3698	0.1111	5.7466	0.2248	0.2012	1.9468	1.6235	4.6088	19.8158	0.0595
ADAM28|10863	4.9627	1.1871	0.0733	8.9447	11.7413	0.0818	0.2904	9.1007	5.9724	0.3672	19.4559	6.0327	7.9945	26.8774	0.9033	12.6752	2.0345	0.433	8.2826
ADAM29|11086	0	0.0119	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0.0096	0	0	0
ADAM2|2515	0.0073	0	7e-04	0	0	0	0	0	0	0	0	0	0	0.0083	0	0	0	0	0
ADAM30|11085	0.0148	0	0	0	0	0	0	0	0	0	0.0048	0	0	0.007	0	0.0107	0.0158	0	0.0194
ADAM32|203102	0.0925	0.1377	0.2306	0.3606	0.078	0.0526	0.0273	1.2111	0.1291	0.2657	0.0876	0.2605	1.8258	0.0276	0.2595	0.1561	0.0954	1.0487	0.1102
ADAM33|80332	0.2138	0.6841	0.1139	0.0091	0.1129	0.1024	0.5697	0.1184	0.0677	0.2557	0.0956	0.5078	0.1961	0.2166	2.5027	1.0186	0.6764	0.5002	0.0571
ADAM3A|1587	0	0	0	0	0	0	0.0041	0.0043	0	0	0	0	0.001	0	0	0.0025	0	0	0
ADAM5P|255926	0.0056	0	0	0.0173	0	0	0	0.0129	0	0.0046	0	0	0.0224	0	0.0049	0	0	0	0
ADAM6|8755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0087	0	0	0
ADAM7|8756	0	0	0	0	0	0.0095	0	0	0	0	0	0.0029	8e-04	0	0.003	0	0	0.0184	0
ADAM8|101	3.5461	12.0458	12.0101	13.2399	7.1499	4.4037	0.9309	5.6882	12.2236	1.3242	12.6765	5.5498	6.5945	2.205	12.3679	8.5839	2.5749	2.2229	4.2947
ADAM9|8754	65.4705	21.3815	14.1567	51.2666	55.8044	25.8086	15.6065	148.9205	79.2243	29.2288	60.7579	33.3559	50.4201	72.4223	47.5975	35.5115	26.1774	76.7925	47.2574
