TCGA-KL-8336-01A-11R-2315-07	TCGA-KL-8339-01A-11R-2315-07	TCGA-KL-8341-01A-11R-2315-07	TCGA-KN-8426-01A-11R-2315-07	TCGA-KN-8427-01A-11R-2315-07	TCGA-KO-8404-01A-11R-2315-07
CCND3|896	612.3579	320.4023	214.4359	792.6829	2033.8626	1707.2368
CCNDBP1|23582	2352.7839	2655.5316	4356.5522	2341.0569	720.251	289.4737
CCNE1|898	84.4236	32.3276	33.9173	43.9024	658.1207	548.2456
CCNE2|9134	80.6303	24.745	93.4156	45.1911	68.672	125.1042
CCNF|899	67.6153	51.3649	153.0484	46.3415	389.547	714.9123
CCNG1|900	3356.6995	3209.0517	3469.3763	2958.9431	3433.9307	1014.8026
CCNG2|901	3500.3343	5347.7011	3862.9292	3606.5041	987.8386	1076.2061
CCNH|902	608.2666	380.6645	497.2642	244.8659	691.3062	574.4298
CCNI2|645121	40.1222	66.7134	2.6433	302.5203	5.2005	5.0877
CCNI|10983	10875.3701	13100.2155	7832.6559	10475.6098	6067.0711	1003.2895
CCNJL|79616	644.0646	714.4397	45.1296	1734.9593	132.4789	66.886
CCNJ|54619	115.3662	80.819	79.047	167.4797	447.4038	112.9386
CCNK|8812	1308.387	317.7443	1254.206	1309.1829	866.1553	873.5965
CCNL1|57018	826.2821	1185.3448	518.8507	856.9106	1139.7126	1010.9649
CCNL2|81669	424.7923	630.7471	600.9811	653.252	1452.3364	6536.1842
CCNO|10309	66.8513	31.25	17.0988	254.4715	243.2614	24.1228
CCNT1|904	299.4938	347.342	421.5837	162.1951	319.8559	18.6404
CCNT2|905	485.9135	428.5201	485.2137	543.0894	836.9508	500.5482
CCNYL1|151195	226.1484	137.931	133.9874	192.2764	707.1018	167.2149
CCNY|219771	1116.2258	882.1839	1485.3539	1689.0244	2324.1327	1413.3772
CCPG1|9236	4484.458	6520.819	9996.4541	3059.3089	1824.9537	774.0406
CCR10|2826	11.4602	2.8736	6.1668	17.0732	11.8343	47.1491
CCR1|1230	226.9124	42.0259	13.1745	72.7642	64.7601	1765.3509
CCR2|729230	18.3364	7.1839	4.2046	6.9106	41.4202	34.5395
CCR3|1232	2.292	1.0776	4.7652	2.8455	0.9862	15.3509
CCR4|1233	4.5841	1.796	0.2803	8.9431	7.5608	0
CCR5|1234	73.3454	25.8621	5.8865	60.5691	106.1803	88.8158
CCR6|1235	19.3105	10.4059	6.8648	20.0285	12.071	1.7708
CCR7|1236	22.5384	3.592	0.5606	13.8211	29.5858	15.8991
CCR8|1237	3.4381	0	55.5011	0.813	4.931	0
CCR9|10803	0.382	1.0776	51.2964	20.7317	0	0
CCRL1|51554	65.3233	18.319	15.6973	5.6911	6.2459	26.864
CCRL2|9034	910.3238	1596.9828	398.3181	76.8293	28.2709	82.7851
CCRN4L|25819	148.6009	79.7414	126.6994	100.813	100.9206	74.5614
CCS|9973	339.6046	440.0144	276.9446	475.6098	325.1156	1395.8333
CCT2|10576	2810.4288	3033.046	2503.1535	1996.3415	4715.3266	2357.4561
CCT3|7203	2821.507	2483.8362	2374.7722	2246.3415	9777.7938	5682.5658
CCT4|10575	2797.4406	2556.7529	2455.2207	1725.2033	12871.4873	2013.1579
CCT5|22948	3834.5908	4062.1408	1912.8241	3448.374	8130.1909	5740.6798
CCT6A|908	4233.4066	3660.9195	4264.8914	3255.2846	8454.3203	3425.4386
CCT6B|10693	13.3703	17.6006	177.9958	4.065	17.094	5.4825
CCT6P1|643253	27.5045	44.5402	51.0161	218.2927	94.346	81.6886
CCT7|10574	4328.9084	4062.1408	3789.7687	2997.9675	10330.3917	3112.9386
CCT8L2|150160	0	0	0	0	0	0
CCT8|10694	2839.8434	4686.0632	3516.1878	1912.6016	4713.3542	3467.1053
CD101|9398	14.5163	8.6207	4.4849	19.9187	8.2183	35.0877
CD109|135228	103.524	34.1236	93.623	77.6423	187.0483	5549.2708
CD14|929	1136.8542	456.5374	101.4716	646.3415	807.3649	14593.2018
CD151|977	6247.7318	5413.4339	4075.1226	8644.7154	6256.0918	5532.3465
CD160|11126	11.0782	9.6983	5.0456	23.1707	5.9172	13.7061
CD163L1|283316	90.9178	16.8822	11.2123	6.5041	112.4262	587.7193
CD163|9332	706.7138	116.0201	63.63	330.0813	1772.1923	4965.4605
CD164L2|388611	13.7523	14.727	3.0834	18.6992	0.6575	0
CD164|8763	4964.5688	5505.3879	5503.8542	5065.0407	4576.9306	6241.7763
CD177|57126	3.4381	2.1552	45.9706	31.7073	24.9836	57.5658
CD180|4064	103.524	61.4224	19.6216	53.252	10.1907	213.8158
CD19|930	2.292	2.1552	0	0.4065	0.9862	0
CD1A|909	3.0561	0	0	1.626	0	6.5789
CD1B|910	0	0	7.8486	0.813	0	1.0965
CD1C|911	1.528	2.5144	0	15.8537	0.9862	6.5789
CD1D|912	31.7066	14.0086	17.9397	32.1138	31.887	71.2719
CD1E|913	2.292	0.7184	133.9874	16.2602	1.3149	8.2237
CD200R1L|344807	0	0	0	0	0	0
CD200R1|131450	13.7523	12.2126	12.8942	3.6585	9.2045	63.0482
CD200|4345	112.6922	86.2069	79.3273	73.5772	199.8688	70.7237
CD207|50489	16.8083	1.0776	0	52.0325	0	0.5482
CD209|30835	54.6271	13.6494	15.417	32.5203	47.0086	1268.6404
CD226|10666	11.0782	4.6695	1.9622	11.3821	18.0802	1.6447
CD22|933	114.6022	169.5402	36.4401	2682.9268	3.9448	36.7325
CD244|51744	11.4602	7.5431	1.4015	8.1301	5.5884	19.7368
CD247|919	58.8291	30.8908	5.6062	69.1057	62.7877	32.3465
CD248|57124	444.2747	357.7586	291.2404	328.8618	218.9353	56667.2259
CD24|100133941	32952.3446	18268.6782	15725.0175	6736.1789	767.5884	42.2149
CD274|29126	103.524	101.6523	65.8725	22.3577	701.1846	0.5482
CD276|80381	1991.4048	832.9741	685.3539	1724.3902	1291.2579	10047.6974
CD27|939	32.1994	11.717	8.0869	23.8252	100.1974	26.7763
CD28|940	47.3689	4.6695	11.773	9.3496	30.572	313.0482
CD2AP|23607	1592.9711	1335.4885	1885.6342	1582.9268	2108.4847	293.8596
CD2BP2|10421	1084.1371	2444.3247	1844.4289	2819.9187	1432.2837	3502.7412
CD2|914	63.7952	13.2902	2.5228	56.5041	166.9957	41.6667
CD300A|11314	91.6818	70.0431	19.3413	144.3089	126.8904	771.3816
CD300C|10871	26.7405	12.2126	2.5228	21.9512	25.9698	138.1579
CD300E|342510	0.382	0.7184	0	0.4065	2.6299	0.5482
CD300LB|124599	7.2581	5.7471	0.5606	8.9431	23.0112	43.3114
CD300LD|100131439	0	0	0	0	0	0
CD300LF|146722	77.1655	23.7069	2.2425	34.9593	24.3261	80.0439
CD300LG|146894	11.8422	1.4368	0	6.9106	2.9586	0
CD302|9936	169.9933	70.0431	42.8872	147.9675	269.2312	859.1009
CD320|51293	768.217	2394.0374	1592.712	1126.8293	1492.4416	2139.2544
CD33|945	42.4028	6.8247	3.0834	28.8618	22.025	355.8114
CD34|947	1450.1003	863.8649	815.417	1153.252	554.2415	384.3202
CD36|948	602.4257	428.8793	174.3518	324.7967	58.843	4137.0614
CD37|951	195.2058	139.0086	22.9853	254.4715	166.0095	963.2675
CD38|952	23.3025	4.3103	1.1212	12.6016	32.2157	8.2237
CD3D|915	22.5384	5.3879	0.5606	17.8862	58.843	18.6404
CD3EAP|10849	226.3165	283.4052	146.4135	277.2358	417.1604	548.295
CD3E|916	100.468	30.8908	5.6062	82.9268	173.899	93.2018
CD3G|917	7.2581	1.0776	0.8409	3.252	18.409	2.193
CD40LG|959	8.7862	1.0776	0.2803	6.5041	5.2597	1.6447
CD40|958	230.7325	458.3333	580.2383	279.2683	751.8093	595.943
CD44|960	4805.6537	261.1351	568.4653	990.2439	13888.583	8415.0219
CD46|4179	8546.2707	8378.9511	5147.302	7360.9756	8037.8173	1736.2939
CD47|961	1974.5965	1756.4655	1188.7877	868.6992	1007.5625	2141.4474
CD48|962	112.6922	53.1609	5.0456	96.3415	119.6583	219.2982
CD4|920	903.0656	281.6092	240.7849	582.9268	596.9767	5733.0044
CD52|1043	69.1433	22.9885	6.7274	66.6667	135.7662	99.7807
CD53|963	498.9017	153.0172	47.9327	454.878	527.2855	1286.1842
CD55|1604	852.2586	2433.1897	958.0939	1082.5203	1492.7704	586.0746
CD58|965	106.9621	132.1839	35.8795	96.3415	161.736	253.8377
CD59|966	48081.3676	58868.8937	48153.8893	14022.7642	9239.3314	5645.2851
CD5L|922	24.8305	0	0.2803	4.878	0.3287	11.5132
CD5|921	28.2686	10.7759	1.9622	31.3008	73.3072	16.4474
CD63|967	23425.4608	23705.819	13701.4716	24682.5203	14607.1903	28962.7193
CD68|968	2268.3602	480.2443	278.6265	1323.1707	4791.9211	6529.6053
CD69|969	23.6845	137.931	2.2425	104.878	30.2433	26.3158
CD6|923	35.9087	11.4943	1.9622	45.935	68.7049	38.3772
CD70|970	1.528	0	0	2.0325	340.8947	330.5921
CD72|971	30.5606	16.1638	5.8865	40.6504	136.0949	345.943
CD74|972	38398.6248	12159.4828	4386.5452	51306.9106	15358.3421	128381.0307
CD79A|973	17.5723	3.592	1.6819	6.0976	15.7791	4.386
CD79B|974	41.6388	19.3966	11.773	26.0163	16.7653	15.3509
CD7|924	62.6492	32.3276	3.644	116.2602	82.1829	216.0088
CD80|941	11.4602	16.523	0.8409	5.2846	3.616	13.7061
CD81|975	11583.2299	19302.4425	7187.9467	13134.5528	6723.5482	11025.2193
CD82|3732	1542.5461	1298.8506	3808.8297	5555.6911	1474.0327	290.0219
CD83|9308	390.4116	1070.4023	673.0203	904.878	93.3598	371.7105
CD84|8832	113.8382	22.9885	19.6216	69.1057	43.0638	72.9167
CD86|942	132.9386	74.3534	10.3714	120.7317	154.8326	663.3772
CD8A|925	56.9191	30.5316	5.0456	48.7805	203.4849	58.6623
CD8B|926	10.6962	5.3879	0	6.0976	52.9258	8.2237
CD93|22918	1616.6555	744.2529	1011.0722	1491.0569	1086.7868	3654.057
CD96|10225	38.5828	16.8822	7.5683	40.6504	93.6885	13.7061
CD97|976	384.2995	102.0115	92.5018	227.2358	2647.6046	996.7105
CD99L2|83692	1616.6555	1378.2328	827.1899	950.813	1498.0301	4343.75
CD99|4267	996.2754	529.0948	261.5277	458.9431	575.9378	10844.8465
CD9|928	19296.7243	19544.5402	17047.232	11778.0488	368.1794	576.7544
CDADC1|81602	161.5892	141.523	153.609	198.7805	78.2381	177.6316
CDAN1|146059	398.4338	251.0776	354.8704	443.0894	276.792	518.0921
CDA|978	1521.9177	354.1667	28.5915	1189.0244	1658.1224	572.9167
CDC123|8872	541.9119	538.768	604.6279	412.813	2360.0335	797.1491
CDC14A|8556	369.0192	606.3218	545.48	239.4309	85.799	96.4912
CDC14B|8555	948.5245	758.6207	1587.3861	1103.6585	612.0983	741.7763
CDC14C|168448	21.0104	13.6494	40.6447	13.0081	10.8481	3.8377
CDC16|8881	710.9159	536.2787	641.6258	632.9268	1236.031	811.9518
CDC20B|166979	203.61	227.0115	9.8108	29.2683	0	3.8377
CDC20|991	315.5382	117.8161	334.6882	93.9024	851.0862	1797.1491
CDC23|8697	1126.922	1216.954	809.8108	962.6016	791.9145	1126.6447
CDC25A|993	149.3649	119.6121	248.6335	68.2927	98.2908	108.0044
CDC25B|994	304.8419	576.5086	455.7814	384.1463	4206.7788	5313.5965
CDC25C|995	37.4367	15.449	62.7891	22.7642	83.4978	204.4956
CDC26|246184	156.0195	100.2155	128.1009	46.7602	90.4012	36.2445
CDC27|996	898.8635	1047.4138	842.8872	466.2602	1775.1508	1552.0833
CDC34|997	1114.3157	1367.0977	1035.1787	1469.5122	2165.3553	3085.5263
CDC37L1|55664	450.0048	378.9511	466.9937	224.3902	452.9922	184.7588
CDC37|11140	2700.0287	2604.5259	1957.6734	2593.0894	4523.6761	4768.0921
CDC40|51362	491.2616	516.523	609.3903	274.3902	507.2329	259.8684
CDC42BPA|8476	952.7266	1570.0431	845.6903	1199.187	3502.6356	818.5307
CDC42BPB|9578	6433.7695	1123.5632	6696.0056	7610.5691	4438.8633	2413.9254
CDC42BPG|55561	1014.2298	652.658	1370.1472	1907.3171	9.2045	5.4825
CDC42EP1|11135	428.2304	1161.6379	1628.0308	6057.3171	2769.5641	1115.6798
CDC42EP2|10435	128.3545	69.3247	259.2852	193.9024	547.0094	383.2237
CDC42EP3|10602	335.0205	151.5805	382.9012	402.439	2831.6943	468.75
CDC42EP4|23580	420.9722	713.7213	250.035	788.6179	1438.2009	428.7281
CDC42EP5|148170	49.279	25.1437	12.8942	36.1789	203.8136	233.5526
CDC42SE1|56882	1194.7283	852.9131	1418.1668	2118.1789	2749.3602	2869.1776
CDC42SE2|56990	2542.2596	2663.0747	3244.0084	2311.3821	796.8455	827.8509
CDC42|998	3905.2622	3918.4626	3492.0813	3502.8455	2865.225	4412.8289
CDC45|8318	49.661	56.7529	82.4107	43.4959	209.7308	265.8991
CDC5L|988	796.4855	986.7098	910.1612	597.561	970.4158	449.5614
CDC6|990	89.0077	49.2098	81.2894	26.4228	203.1562	379.386
CDC73|79577	704.8037	879.6695	1026.7694	450.813	1407.3001	413.9254
CDC7|8317	71.4354	65.7328	95.8655	28.4553	135.4374	366.2281
CDCA2|157313	127.2085	47.0546	147.1619	18.2927	363.5772	166.1184
CDCA3|83461	114.8391	38.4447	135.7673	42.4472	269.606	445.0713
CDCA4|55038	129.1185	30.8908	99.7898	206.5041	608.4823	1207.7851
CDCA5|113130	317.0662	276.2213	333.5669	236.1789	488.4952	804.2763
CDCA7L|55536	385.0138	415.2263	296.3616	263.5244	945.4125	1105.2577
CDCA7|83879	32.4706	36.9971	45.9706	23.1707	1197.5694	17.5439
CDCA8|55143	141.3428	57.1121	210.2313	78.0488	352.0716	645.2851
CDCP1|64866	2355.0759	1057.8305	2374.2116	356.9106	5795.5388	3425.9868
CDCP2|200008	3.0561	1.0776	0	2.439	2.3011	2.193
CDH10|1008	0.382	1.0776	0	0	2.6299	0.5482
CDH11|1009	87.8617	53.1609	95.3048	48.374	534.8464	3257.1272
CDH12|1010	710.9159	348.4195	22.1444	270.3252	0.9862	583.8816
CDH13|1012	249.8329	280.1724	228.171	206.5041	752.138	113.4868
CDH15|1013	2.292	0	3.0834	6.5041	211.3744	1.6447
CDH16|1014	1066.1828	1270.4741	15.1367	27810.9756	159.4348	14.8026
CDH17|1015	3.8201	0.3592	0	8.5366	1.6437	1.6447
CDH18|1016	1.146	0.3592	2.2425	1.626	0	4.9342
CDH19|28513	426.3203	0.3592	318.4303	0	0	13.7061
CDH1|999	6028.4596	3071.8391	15368.4653	18858.9431	112.0975	13.7061
CDH20|28316	0.382	0	1.4015	13.0081	1.6437	1.0965
CDH22|64405	5.3481	2.1552	1.1212	47.1545	6.2459	0.5482
CDH23|64072	20.2464	4.3103	3.9243	14.6341	13.478	24.1228
CDH24|64403	68.3793	30.5316	19.061	134.1463	617.6867	521.9298
CDH26|60437	1.91	2.1552	2.8031	2.0325	3.616	13.1579
CDH2|1000	17.1903	4.3103	2.5228	8.9431	958.2527	71.8202
CDH3|1001	20.2464	1.796	1.4015	449.5935	106.5091	142.5439
CDH4|1002	0	0.3592	0.8409	0.813	118.0147	1.6447
CDH5|1003	1305.7015	768.6782	695.1647	1123.1707	838.5944	407.8947
CDH6|1004	109.2541	25.8621	72.3196	71.1382	44.3788	13.7061
CDH7|1005	7.6401	0	2.2425	0	0	1.6447
CDH8|1006	2.292	3.2328	12.0533	0.4065	0.3287	2.193
CDH9|1007	0	0.3592	0	0.4065	0	0
CDHR1|92211	1.146	1.4368	0	3.252	16.4366	4.9342
CDHR2|54825	102.76	15.8046	199.0189	29.2683	0.3287	0.5482
CDHR3|222256	3.9347	5.9303	6.2985	3.6504	6.8606	26.9627
CDHR4|389118	0.382	0	0	0	0	0
CDHR5|53841	3.0561	1.796	1.9622	1.2195	0.3287	4.9342
CDIPT|10423	1260.2426	1857.3994	1953.7491	2859.3496	2224.1983	4200.6579
CDK10|8558	332.3465	276.2213	623.1254	993.9024	345.8257	1864.0351
CDK11A|728642	186.0071	258.0316	480.3055	439.7073	424.3235	771.9572
CDK11B|984	572.6597	439.1667	409.6734	546.4715	650.9577	1587.1436
CDK12|51755	798.0136	1190.0144	1061.2474	540.2439	1429.3252	666.1184
CDK13|8621	1184.9871	1459.7701	1639.2432	1185.7724	1096.6487	858.5526
CDK14|5218	1424.5058	733.8362	480.7288	399.187	74.9508	1268.6404
CDK15|65061	0.382	0	0	0	25.3123	9.3202
CDK16|5127	5299.2073	5200.0718	5064.0505	6762.6016	1833.0076	3456.6886
CDK17|5128	356.0309	410.9195	425.5081	750.4065	3715.9824	501.6447
CDK18|5129	174.1954	279.8132	181.0792	740.6504	43.0638	639.2544
CDK19|23097	186.6145	205.7866	376.8017	302.065	729.8105	529.0406
CDK1|983	398.0518	196.1207	489.1381	226.8293	857.0034	616.7763
CDK20|23552	114.9842	209.7701	136.7905	391.0569	81.5254	211.0746
CDK2AP1|8099	2586.5724	1803.1609	2283.9523	2622.7642	2666.9998	4923.7939
CDK2AP2|10263	1405.0234	1017.6006	1205.8865	2202.0325	633.4659	4227.5219
CDK2|1017	469.8692	619.6121	334.4078	331.3008	641.0267	763.7061
CDK3|1018	62.1488	120.3125	67.3721	138.378	40.5721	200.3125
CDK4|1019	2029.2236	2477.0115	2206.3069	2479.2683	4953.9858	4670.5044
CDK5R1|8851	59.5932	31.9684	72.3196	23.9837	112.0975	61.9518
CDK5R2|8941	0.764	0	0	0	26.2985	3.8377
CDK5RAP1|51654	370.9292	689.6552	593.6931	306.0976	624.9188	821.8202
CDK5RAP2|55755	1185.3691	1440.7328	1277.6454	505.6911	780.0802	444.6272
CDK5RAP3|80279	628.4023	1350.9339	691.2404	1109.7561	995.3994	3228.6184
CDK5|1020	264.3492	326.5086	620.3224	202.8455	542.7359	1043.3114
CDK6|1021	574.5392	574.7126	987.8066	1116.2602	2208.0904	970.943
CDK7|1022	385.8275	420.2586	357.1128	382.5203	1335.6366	616.7763
CDK8|1024	237.6086	150.5029	214.7162	138.6179	333.9913	37.2807
CDK9|1025	1300.3534	1069.3247	1384.7232	944.3089	859.6332	1603.6184
CDKAL1|54901	139.0507	229.5259	169.3062	168.2927	293.8861	231.3596
CDKL1|8814	53.481	167.0259	355.7113	230.8943	59.8292	2.7412
CDKL2|8999	95.1199	206.8966	177.1549	182.1138	48.3236	40.5702
CDKL3|51265	15.1542	20.9842	18.9096	22.5976	25.8449	43.3169
CDKL4|344387	1.146	0	0	0	0	5.4825
CDKL5|6792	63.7952	118.5345	33.9173	28.8618	39.7765	6.0307
CDKN1A|1026	1519.2436	1738.5057	780.939	4529.2683	7459.5783	2351.9737
CDKN1B|1027	667.367	1003.2328	942.9573	552.439	1019.3968	662.2807
CDKN1C|1028	80.2216	158.7644	313.1044	90.2439	104.2079	390.3509
CDKN2AIPNL|91368	339.2226	436.0632	344.2186	386.5854	837.6082	598.136
CDKN2AIP|55602	644.8286	478.0891	720.3924	691.8699	897.4374	298.7939
CDKN2A|1029	254.799	461.5661	134.2677	493.4959	511.1777	395.2851
CDKN2BAS|100048912	8.4042	37.0726	13.1745	27.9268	1.3149	6.5789
CDKN2B|1030	141.7248	447.5575	332.1654	403.6585	98.6195	46.0526
CDKN2C|1031	370.1652	252.5144	329.082	401.2195	269.8887	851.9737
CDKN2D|1032	202.0819	190.0144	346.1808	198.7805	289.9413	682.5658
CDKN3|1033	244.8668	111.3506	239.6636	116.6667	120.9732	348.136
CDNF|441549	3.8201	3.592	5.6062	2.8455	36.8179	3.8377
CDO1|1036	0.382	0.3592	0	0.4065	4.2735	1.0965
CDON|50937	248.3048	39.8707	234.6181	82.9268	168.6393	956.1404
CDR1|1038	35.137	0.7184	0.2803	0	1.3149	5.7456
CDR2L|30850	133.3206	101.2931	162.0182	925.2033	1151.5469	2277.9605
CDR2|1039	294.1457	803.8793	510.4415	1292.6829	738.0025	542.2149
CDRT15P|94158	2.6741	1.796	0.5606	3.252	2.6299	15.3509
CDRT15|146822	0	0	0.2803	0	0	1.0965
CDRT1|374286	0.382	0	2.8227	1.5041	0	4.0241
CDRT4|284040	57.3317	28.2902	41.8388	117.5691	153.991	254.386
CDS1|1040	4479.0373	1668.1034	4600.7008	3404.065	16.4366	46.0526
CDS2|8760	584.8534	1333.3333	1116.7484	628.4553	988.8248	792.2149
CDSN|1041	3.4381	4.6695	3.9243	2.0325	10.1907	49.8904
CDT1|81620	242.1927	155.5316	239.3833	1574.3902	722.2234	673.2456
CDV3|55573	2947.9515	5490.6609	4508.199	2797.561	15452.3594	2824.5614
CDX1|1044	1.146	0.7184	0.2803	0	0.6575	439.1447
CDX2|1045	0	0	0	0.4065	0	0.5482
CDX4|1046	0	0	0.2803	0	0	0
CDY1B|253175	0	0	0	0	0	0
CDY1|9085	0	0	0	0	0	0
CDY2B|203611	0	0	0	0	0	0
CDYL2|124359	117.2763	37.7155	184.4429	33.7398	155.4901	50.4386
CDYL|9425	433.1964	518.319	383.1815	686.1789	698.226	537.8289
CEACAM16|388551	0	0	0.5606	0.813	0	0
CEACAM18|729767	0	0	0	0	0	0
CEACAM19|56971	52.335	47.0546	13.4548	93.0894	20.0526	34.5395
CEACAM1|634	726.9602	215.8764	16.2579	326.4228	120.3158	4.386
CEACAM20|125931	0	0	0	0.4065	0	0
CEACAM21|90273	18.3364	2.1552	1.6819	16.6667	21.3676	69.6272
CEACAM22P|388550	0	0.3592	0.5606	2.0325	0	0.5482
CEACAM3|1084	0.764	0	0.2803	1.2195	7.5608	1.6447
CEACAM4|1089	0.382	0.7184	0.2803	10.9756	6.9034	48.2456
CEACAM5|1048	0	0	0	0	0	10.9649
CEACAM6|4680	0	0.7184	0.2803	0	0.9862	4.9342
CEACAM7|1087	24.4485	18.6782	0.2803	0.4065	0.3287	0
CEACAM8|1088	0	0	0	0	1.9724	0
CEBPA|1050	202.846	79.3822	16.5382	221.5447	59.8292	663.9254
CEBPB|1051	349.9188	587.6437	299.089	1559.7561	1871.1405	13231.3596
CEBPD|1052	1581.8928	930.6753	218.9208	5764.2276	1951.6797	6507.6754
CEBPE|1053	0	0.3592	0.2803	2.8455	1.3149	4.386
CEBPG|1054	1600.2292	3740.6609	1260.2663	4157.7236	680.1458	947.3684
CEBPZ|10153	923.694	1198.2759	848.213	634.9593	2481.2664	652.9605
CECR1|51816	1960.8442	145.4741	57.1829	543.4959	389.2183	470.3947
CECR2|27443	0.382	0	206.3069	1.626	0.6575	1.6447
CECR4|100130717	0.764	1.796	0.2803	2.8455	0.6575	9.8684
CECR5|27440	485.9135	692.8879	698.2481	843.9024	612.7558	1291.1184
CECR6|27439	3.0561	4.6695	1.6819	5.6911	31.5582	191.3377
CECR7|100130418	35.5267	60.704	126.9797	7.3171	159.4348	25.2193
CELA1|1990	0.382	0.3592	0	0.4065	0.3287	1.0965
CELA2A|63036	0	0	0	0	0	0
CELA2B|51032	0	0	0	0	0	0
CELA3A|10136	0	0	0	0	0	0
CELA3B|23436	0	0	0.2803	0	0	0
CELF1|10658	2270.6523	1630.0287	1944.4989	2226.0163	1759.043	1356.3596
CELF2|10659	799.1596	1467.6724	296.8465	684.5528	158.7774	697.3684
CELF3|11189	0	0	0	0	0	0.5482
CELF4|56853	19.1004	21.9109	13.1745	37.8049	9.8619	2.7412
CELF5|60680	31.3246	54.9569	116.6083	86.9919	2.3011	8.2237
CELF6|60677	26.6374	38.2579	27.061	67.4675	12.4392	88.5471
CELP|1057	81.7496	2.1552	259.2852	0.4065	0	0
CELSR1|9620	34.3807	7.1839	30.5536	39.0244	191.3218	397.4781
CELSR2|1952	254.035	126.4368	550.5256	335.3659	666.6678	44.4079
CELSR3|1951	106.5801	179.3319	85.7772	31.1016	256.3351	29.5121
CEL|1056	1690.765	384.6983	4320.6727	42.6829	5.2597	11.5132
CEMP1|752014	62.8288	125.3592	109.78	196.9065	95.7464	1452.341
CEND1|51286	421.7362	512.5718	1051.9972	82.1138	3.9448	428.1798
CENPA|1058	59.2112	23.3477	93.9033	54.4715	214.333	330.0439
CENPBD1|92806	236.4626	127.1552	619.4814	573.9837	139.0535	167.7632
CENPB|1059	1586.0949	1925.2874	2112.684	2146.748	2221.2397	6521.3816
CENPC1|1060	504.6318	478.8075	413.4548	277.2358	217.9491	169.4079
CENPE|1062	186.4196	104.1667	530.0631	76.8293	387.2459	467.6535
CENPF|1063	713.5899	381.8247	1516.1878	313.4146	1831.6927	1145.8333
CENPH|64946	119.1863	96.6236	101.4716	58.5366	300.4607	571.2719
CENPI|2491	38.2007	14.727	50.7358	9.3496	69.0336	43.8596
CENPJ|55835	86.3337	78.6638	75.1226	23.9837	175.5427	184.2105
CENPK|64105	59.2112	84.7701	42.0463	29.6748	140.6971	187.5
CENPL|91687	201.3179	114.9425	178.2761	103.252	196.9103	217.6535
CENPM|79019	201.6999	191.092	551.6468	277.6423	211.7032	637.0614
CENPN|55839	394.098	241.9828	665.3931	603.9106	300.441	858.1305
CENPO|79172	76.3365	48.6171	73.4408	49.0325	240.5264	164.7971
CENPP|401541	49.4432	75.1688	60.8129	27.9106	36.8574	386.42
CENPQ|55166	75.2555	110.9914	77.9257	29.6748	105.5229	94.8465
CENPT|80152	168.8473	220.1868	227.3301	478.0488	434.912	1550.4386
CENPV|201161	1.146	1.796	33.9173	33.3333	1.3149	18.0921
CENPW|387103	103.524	85.8477	69.5165	31.3008	160.7498	343.2018
CEP110|11064	182.9816	181.0345	312.8241	152.439	262.6566	275.2193
CEP120|153241	290.7077	1658.7644	541.5557	587.3984	725.182	303.7281
CEP135|9662	100.086	45.6178	54.6601	60.1626	142.9983	255.4825
CEP152|22995	346.4808	466.954	572.6699	361.7886	89.415	135.9649
CEP164|22897	332.7285	340.5172	285.9145	542.6829	1181.4615	744.5175
CEP170L|645455	1.146	0.7184	0	0	11.1769	3.2895
CEP170|9859	248.3048	121.408	269.6566	203.6585	3585.476	758.7719
CEP192|55125	402.6359	641.1638	657.0427	389.4309	538.7912	211.6228
CEP250|11190	367.4912	335.1293	828.3111	525.2033	2076.269	1824.0132
CEP290|80184	184.1123	443.1466	313.794	426.1707	1209.0026	285.455
CEP350|9857	650.9407	470.1868	949.965	513.0081	1244.2493	753.8377
CEP55|55165	126.0625	63.5776	172.9502	78.8618	2226.1707	441.3377
CEP57|9702	613.122	487.4282	942.6769	786.1789	1303.0922	500.5482
CEP63|80254	487.8197	683.4339	607.7449	295.0976	924.3769	368.3333
CEP68|23177	596.3174	431.0453	691.8346	308.9634	814.6101	392.0175
CEP70|80321	563.843	799.2098	862.2285	385.3659	144.9707	109.6491
CEP72|55722	66.8513	72.9167	125.2978	71.5447	120.6445	386.5132
CEP76|79959	66.4693	70.7615	123.616	71.1382	126.2329	99.7807
CEP78|84131	1175.8189	767.2414	701.0512	345.5285	204.7998	213.2675
CEP97|79598	200.9359	92.3132	137.6314	36.9919	122.9456	62.5
CEPT1|10390	517.2381	789.1523	587.8066	559.7561	435.8982	571.2719
CER1|9350	3.8201	2.1552	0.2803	0	0	0
CERCAM|51148	97.0299	34.842	707.4982	182.5203	4091.0652	2824.0132
CERKL|375298	31.2941	10.9411	1.9594	29.7886	24.0862	131.8969
CERK|64781	552.3828	472.342	526.6994	547.9675	2647.2759	885.9649
CES1|1066	13.7523	1.0776	1.9622	4.878	4.2735	1364.0351
CES2|8824	1209.4356	899.0661	2492.5018	2376.0163	1884.6185	1321.8202
CES3|23491	47.3689	82.9741	3.3637	28.4553	7.5608	69.6272
CES4|51716	0	0	0	0	0.3287	10.9649
CES7|221223	0	0	0.8409	0	0	4.386
CES8|283848	17.9544	1.4368	2.5228	19.5122	36.4892	21.9298
CETN1|1068	0	0	0	0	0	0
CETN2|1069	783.1153	998.5632	948.0028	679.6748	797.1742	668.3114
